code,transliterations,type
O49A,,Determinative
O4A,,Determinative
O4B,,Determinative
O5,mr|mrrt|nm,Phonetic
O50,sp|zp,Phonetic
O500,Dnb,Ideogram
O501,,Determinative
O501A,,Determinative
O51,Snwt,Ideogram
O51A,Snwt,Ideogram
O51B,,Determinative
O51C,,Determinative
O53,,Determinative
O54,,Determinative
O55,,Determinative
O56,,Determinative
O57,,Determinative
O57A,,Determinative
O58,,Determinative
O59,,Determinative
O5U,,Determinative
O6,Htt|Hwt,Ideogram
O60,,Determinative
O60A,,Determinative
O61,,Determinative
O62,,Determinative
O63,,Determinative
O64,,Determinative
O65,,Determinative
O65A,,Determinative
O66,,Determinative
O67,,Determinative
O68,,Determinative
O69,,Determinative
O6A,,Determinative
O6B,,Determinative
O6C,,Determinative
O6D,,Determinative
O7,Hwt,Ideogram
O70,,Determinative
O71,gs-pr|gs-pr,Ideogram
O71A,gs-pr|gs-pr,Ideogram
O72,gsw-pr|gs-pr,Ideogram
O73,,Determinative
O74,,Determinative
O75,,Determinative
O76,,Determinative
O77,,Determinative
O78,,Determinative
O79,,Determinative
O8,Hwt-aAt,Ideogram
O80,,Determinative
O81,,Determinative
O82,,Determinative
O82A,,Determinative
O82B,,Determinative
O83,,Determinative
O84,,Determinative
O85,,Determinative
O85A,,Determinative
O85B,,Determinative
O86,,Determinative
O87,,Determinative
O88,,Determinative
O88A,,Determinative
O89,,Determinative
O9,nbt-Hwt,Ideogram
O90,,Determinative
O90A,,Determinative
O90B,,Determinative
O91,,Determinative
O92,,Determinative
O93,,Determinative
O94,,Determinative
O95,,Determinative
O96,,Determinative
O96A,,Determinative
O97,,Determinative
O98,,Determinative
O98A,,Determinative
O99,aH,Phonetic
O9A,,Determinative
O9B,,Determinative
O9C,,Determinative
O9D,,Determinative
O9E,,Determinative
O9F,,Determinative
P1,aHaw|dpt|imw,Ideogram
P10,Hmw,Ideogram
P100,,Determinative
P101,,Determinative
P102,,Determinative
P103,,Determinative
P104,,Determinative
P104A,,Determinative
P105,,Determinative
P106,w|wiA,Phonetic
P107,,Determinative
P108,sAH,Ideogram
P109,,Determinative
P10A,,Determinative
P10B,,Determinative
P11,mnit,Ideogram
P110,wsir,Ideogram
P111,,Determinative
P112,,Determinative
P113,,Determinative
P114,,Determinative
P115,,Determinative
P115A,,Determinative
P116,,Determinative
P117,,Determinative
P118,,Determinative
P119,,Determinative
P11A,,Determinative
P11B,,Determinative
P11C,,Determinative
P120,,Determinative
P121,,Determinative
P13,,Determinative
P14,,Determinative
P15,im,Phonetic
P15A,,Determinative
P16,,Determinative
P16A,,Determinative
P17,,Determinative
P18,,Determinative
P18A,,Determinative
P19,,Determinative
P1A,pna,Ideogram
P1B,,Determinative
P1C,,Determinative
P2,xnti|xnt,Ideogram
P20,,Determinative
P21,,Determinative
P22,,Determinative
P22A,,Determinative
P23,,Determinative
P23A,,Determinative
P24,,Determinative
P25,,Determinative
P26,,Determinative
P27,,Determinative
P27A,w|wiA,Phonetic
P28,,Determinative
P29,,Determinative
P2A,,Determinative
P2B,,Determinative
P2C,,Determinative
P2D,,Determinative
P2E,,Determinative
P2F,,Determinative
P2G,,Determinative
P2I,,Determinative
P2J,,Determinative
P2K,,Determinative
P2h,,Determinative
P3,DAi|DA|nSmt|wiA,Phonetic
P30,manDt,Ideogram
P30A,,Determinative
P31,,Determinative
P32,,Determinative
P33,,Determinative
P34,,Determinative
P35,,Determinative
P35A,,Determinative
P35B,,Determinative
P36,,Determinative
P36A,,Determinative
P36B,,Determinative
P37,,Determinative
P38,,Determinative
P39,wiA|wTs-nfrw,Ideogram
P39A,,Determinative
P3A,,Determinative
P4,wHa,Ideogram
P40,,Determinative
P41,,Determinative
P41A,,Determinative
P42,wiA|wTs-nfrw,Ideogram
P43,,Determinative
P44,imn|msktt,Ideogram
P44A,,Determinative
P44B,,Determinative
P44C,,Determinative
P44D,,Determinative
P45,,Determinative
P46,,Determinative
P47,,Determinative
P47A,,Determinative
P48,,Determinative
P49,,Determinative
P4A,,Determinative
P4B,,Determinative
P4C,,Determinative
P4D,,Determinative
P4E,,Determinative
P5,nfw|TAw,Ideogram
P50,,Determinative
P51,manDt,Ideogram
P52,,Determinative
P53,spdt,Ideogram
P53A,,Determinative
P53B,,Determinative
P54,,Determinative
P55,,Determinative
P56,gs-dpt|gs-dp,Ideogram
P56A,,Determinative
P57,wTs-nfrw,Ideogram
P58,,Determinative
P59,Hnw,Ideogram
P59A,,Determinative
P59B,,Determinative
P59C,,Determinative
P5A,,Determinative
P5B,,Determinative
P5C,,Determinative
P5D,,Determinative
P5E,,Determinative
P5F,,Determinative
P5G,,Determinative
P5I,,Determinative
P5J,,Determinative
P5K,,Determinative
P5L,,Determinative
P5M,,Determinative
P5N,,Determinative
P5O,,Determinative
P5P,,Determinative
P5Q,,Determinative
P5R,,Determinative
P5S,,Determinative
P5T,,Determinative
P5U,,Determinative
P5h,,Determinative
P6,aHa,Ideogram
P60,Hnw,Ideogram
P60A,,Determinative
P60B,,Determinative
P60C,,Determinative
P61,,Determinative
P61A,,Determinative
P61B,,Determinative
P62,,Determinative
P63,,Determinative
P64,,Determinative
P64A,,Determinative
P65,,Determinative
P65A,,Determinative
P66,,Determinative
P66A,,Determinative
P66B,,Determinative
P67,,Determinative
P68,,Determinative
P69,,Determinative
P6A,,Determinative
P6B,,Determinative
P7,aHa,Ideogram
P70,,Determinative
P71,,Determinative
P71A,,Determinative
P71B,,Determinative
P72,,Determinative
P73,,Determinative
P74,mnS,Ideogram
P75,,Determinative
P76,,Determinative
P76A,,Determinative
P77,,Determinative
P78,,Determinative
P79,,Determinative
P7A,,Determinative
P7B,,Determinative
P8,wsr|xrw,Ideogram
P80,,Determinative
P81,Hr-aHA,Ideogram
P82,,Determinative
P83,,Determinative
P84,,Determinative
P85,,Determinative
P86,,Determinative
P87,,Determinative
P88,,Determinative
P89,,Determinative
P8A,,Determinative
P8h,,Determinative
P9,xrwi-fi,Ideogram
P90,,Determinative
P91,,Determinative
P92,,Determinative
P93,,Determinative
P94,,Determinative
P95,,Determinative
P96,,Determinative
P97,,Determinative
P97A,,Determinative
P97B,,Determinative
P97C,,Determinative
P98,nTrwy,Ideogram
P99,,Determinative
PF1,,Determinative
PF2,,Determinative
PF3,,Determinative
PF4,,Determinative
PF5,,Determinative
Q1,As|Htm|st|ws|wz,Phonetic
Q10,,Determinative
Q11,,Determinative
Q12,,Determinative
Q12A,,Determinative
Q12B,,Determinative
Q13,,Determinative
Q14,,Determinative
Q15,,Determinative
Q16,,Determinative
Q17,,Determinative
Q18,,Determinative
Q18A,,Determinative
Q19,,Determinative
Q1A,,Determinative
Q1B,,Determinative
Q2,st|ws|wz,Phonetic
Q20,,Determinative
Q21,,Determinative
Q22,Hnkyt,Ideogram
Q23,,Determinative
Q24,wnt-Hr,Ideogram
Q24A,,Determinative
Q25,,Determinative
Q26,,Determinative
Q27,,Determinative
Q28,dbHw,Ideogram
Q28A,,Determinative
Q29,mrt,Ideogram
Q29A,,Determinative
Q2A,,Determinative
Q2B,,Determinative
Q2C,,Determinative
Q3,p,Phonetic
Q30,,Determinative
Q31,,Determinative
Q32,,Determinative
Q33,,Determinative
Q34,,Determinative
Q35,Sdt,Ideogram
Q36,,Determinative
Q36A,,Determinative
Q37,,Determinative
Q38,,Determinative
Q39,,Determinative
Q4,wrs,Ideogram
Q40,,Determinative
Q41,,Determinative
Q42,,Determinative
Q43,,Determinative
Q44,,Determinative
Q45,,Determinative
Q46,,Determinative
Q47,Sdt,Ideogram
Q4A,,Determinative
Q5,hn,Phonetic
Q6,qrs|qrsw,Ideogram
Q6A,,Determinative
Q6B,,Determinative
Q6C,mDH,Ideogram
Q6D,,Determinative
Q6E,,Determinative
Q6F,,Determinative
Q6G,,Determinative
Q6I,,Determinative
Q6h,,Determinative
Q7,nsr|psi|ps|srf|tA|xt,Phonetic
Q7A,,Determinative
Q7B,,Determinative
Q7C,,Determinative
Q7D,,Determinative
Q7E,art|ax,Phonetic
Q7F,,Determinative
Q7G,,Determinative
Q7h,,Determinative
Q9,,Determinative
R1,xAt|xAwt,Ideogram
R10,Xrt-nTr,Ideogram
R100,,Determinative
R101,,Determinative
R102,,Determinative
R103,,Determinative
R104,,Determinative
R105,,Determinative
R106,,Determinative
R107,,Determinative
R107A,,Determinative
R108,nTrwy,Ideogram
R109,,Determinative
R10A,,Determinative
R10B,,Determinative
R10C,,Determinative
R10D,,Determinative
R10F,,Determinative
R10G,,Determinative
R10h,,Determinative
R11,dd|Dd,Phonetic
R110,wnmt,Ideogram
R111,iAbt,Ideogram
R112,,Determinative
R113,,Determinative
R114,,Determinative
R115,,Determinative
R116,,Determinative
R117,,Determinative
R118,,Determinative
R119,,Determinative
R12,iAt,Ideogram
R121,,Determinative
R122,psD,Ideogram
R123,,Determinative
R124,,Determinative
R125,,Determinative
R126,,Determinative
R127,,Determinative
R127A,,Determinative
R128,,Determinative
R129,,Determinative
R12A,,Determinative
R12O,,Determinative
R13,imnt,Ideogram
R130,,Determinative
R131,,Determinative
R132,,Determinative
R13A,,Determinative
R14,imnt|wnmi,Ideogram
R14A,,Determinative
R14B,,Determinative
R15,Ab|iAb,Phonetic
R15A,,Determinative
R15B,,Determinative
R16,wx,Phonetic
R16A,,Determinative
R16B,nfrtm,Ideogram
R17,tA-wr,Ideogram
R17A,,Determinative
R17B,,Determinative
R17C,,Determinative
R17D,,Determinative
R18,tA-wr,Ideogram
R18A,,Determinative
R18B,,Determinative
R18C,,Determinative
R18D,,Determinative
R18E,,Determinative
R18F,,Determinative
R18G,,Determinative
R19,wAs|wAst,Ideogram
R19A,,Determinative
R1A,,Determinative
R1B,,Determinative
R1C,,Determinative
R1D,,Determinative
R1E,,Determinative
R1F,,Determinative
R1G,,Determinative
R1I,,Determinative
R1h,,Determinative
R2,xAwt,Ideogram
R20,sSAt,Ideogram
R20A,,Determinative
R21,sSAt,Ideogram
R22,mnw|xm,Phonetic
R23,mnw|xm,Phonetic
R23A,,Determinative
R23B,,Determinative
R24,nit|nrt|nt,Phonetic
R24v,,Determinative
R25,nit|nrt|nt,Phonetic
R26,smA-tAwy,Ideogram
R26A,,Determinative
R26B,,Determinative
R27,,Determinative
R28,,Determinative
R29,,Determinative
R2A,,Determinative
R2B,,Determinative
R3,wDHw,Ideogram
R30,,Determinative
R31,,Determinative
R31A,,Determinative
R32,,Determinative
R33,Hnk,Ideogram
R34,,Determinative
R35,,Determinative
R36,,Determinative
R36A,,Determinative
R36B,xAwt,Ideogram
R36C,,Determinative
R37,,Determinative
R38,,Determinative
R38A,xAwt,Ideogram
R39,,Determinative
R3A,,Determinative
R3AA,,Determinative
R3AB,,Determinative
R3AC,,Determinative
R3B,,Determinative
R3C,abt|wDHw,Ideogram
R3D,,Determinative
R3E,,Determinative
R3F,,Determinative
R3G,,Determinative
R3I,,Determinative
R3J,,Determinative
R3K,,Determinative
R3L,,Determinative
R3M,,Determinative
R3N,,Determinative
R3O,,Determinative
R3P,,Determinative
R3PA,,Determinative
R3Q,,Determinative
R3R,,Determinative
R3S,,Determinative
R3T,,Determinative
R3U,,Determinative
R3W,,Determinative
R3X,,Determinative
R3Y,,Determinative
R3Z,,Determinative
R3h,,Determinative
R3v,,Determinative
R4,Htp,Ideogram
R40,,Determinative
R40A,,Determinative
R41,,Determinative
R42,sHtp,Ideogram
R42A,,Determinative
R42B,,Determinative
R42C,,Determinative
R43,,Determinative
R44,,Determinative
R45,nTr-nTrt,Ideogram
R46,,Determinative
R47,,Determinative
R48,,Determinative
R49,,Determinative
R4VARA,,Determinative
R5,kAp|kp,Phonetic
R50,,Determinative
R51,,Determinative
R52,,Determinative
R53,,Determinative
R54,,Determinative
R55,,Determinative
R56,,Determinative
R57,,Determinative
R58,,Determinative
R59,,Determinative
R6,kAp|kp,Phonetic
R60,,Determinative
R60A,,Determinative
R61,,Determinative
R61A,,Determinative
R62,,Determinative
R62A,,Determinative
R63,,Determinative
R63A,,Determinative
R64,,Determinative
R65,,Determinative
R65A,,Determinative
R66,,Determinative
R66A,,Determinative
R67,,Determinative
R67A,,Determinative
R68,,Determinative
R69,,Determinative
R7,snTr|b,Phonetic
R70,,Determinative
R71,,Determinative
R72,,Determinative
R72A,,Determinative
R73,,Determinative
R74,,Determinative
R75,,Determinative
R76,,Determinative
R77,,Determinative
R78,,Determinative
R79,,Determinative
R7A,,Determinative
R7B,,Determinative
R7C,,Determinative
R7E,,Determinative
R7F,,Determinative
R7G,,Determinative
R8,nTr,Ideogram
R80,,Determinative
R81,,Determinative
R82,nfr,Ideogram
R82A,,Determinative
R83,,Determinative
R84,,Determinative
R85,Sdt,Ideogram
R86,,Determinative
R87,,Determinative
R88,mks,Ideogram
R88A,mks,Ideogram
R89,,Determinative
R8A,,Determinative
R9,bd,Phonetic
R91,,Determinative
R92,,Determinative
R92A,,Determinative
R93,,Determinative
R94,,Determinative
R95,,Determinative
R96,,Determinative
R97,,Determinative
R98,,Determinative
R99,,Determinative
S1,HDt|Smas,Ideogram
S10,mDH|wAHw,Ideogram
S100,,Determinative
S100A,wDA|Awt-ib,Ideogram
S101,wDA|Awt-ib,Ideogram
S101A,,Determinative
S102,,Determinative
S103,wDA|Awt-ib,Ideogram
S103A,,Determinative
S104,,Determinative
S105,kp|kAp|mnfty|hAdrty|snty,Phonetic
S106,,Determinative
S107,,Determinative
S108,,Determinative
S109,,Determinative
S109A,,Determinative
S10A,,Determinative
S10B,,Determinative
S11,wsx,Ideogram
S110,,Determinative
S111,,Determinative
S112,,Determinative
S113,mnxt,Ideogram
S113A,,Determinative
S114,,Determinative
S115,mnxt,Ideogram
S116,,Determinative
S117,,Determinative
S118,,Determinative
S119,,Determinative
S11A,,Determinative
S11B,iry-xx|bb,Phonetic
S11C,,Determinative
S11D,,Determinative
S12,nbw,Ideogram
S120,,Determinative
S120A,,Determinative
S121,,Determinative
S122,,Determinative
S122A,,Determinative
S123,sSm,Ideogram
S123A,,Determinative
S124,sSm,Ideogram
S124A,,Determinative
S124B,,Determinative
S124C,,Determinative
S124D,,Determinative
S124E,,Determinative
S125,sSm,Ideogram
S126,,Determinative
S127,,Determinative
S128,,Determinative
S129,,Determinative
S12A,nbw,Ideogram
S13,nbi,Ideogram
S130,,Determinative
S131,,Determinative
S132,,Determinative
S133,,Determinative
S134,,Determinative
S134A,,Determinative
S134B,,Determinative
S135,,Determinative
S136,,Determinative
S137,,Determinative
S138,,Determinative
S139,,Determinative
S13A,,Determinative
S14,HD,Phonetic
S140,,Determinative
S141,,Determinative
S142,,Determinative
S143,,Determinative
S144,,Determinative
S145,,Determinative
S145A,,Determinative
S146,,Determinative
S147,,Determinative
S148,,Determinative
S149,,Determinative
S14A,Dam,Ideogram
S14B,HD,Phonetic
S14C,Dam,Ideogram
S15,tHn|THn|THnt,Ideogram
S150,,Determinative
S151,wAbwy,Ideogram
S152,,Determinative
S152A,,Determinative
S152B,,Determinative
S153,,Determinative
S154,,Determinative
S155,,Determinative
S156,,Determinative
S157,,Determinative
S158,,Determinative
S159,,Determinative
S15A,tHn|THn|THnt,Ideogram
S15B,tHn|THn|THnt,Ideogram
S16,tHn|THn|THnt,Ideogram
S160,,Determinative
S161,,Determinative
S162,,Determinative
S163,,Determinative
S164,,Determinative
S165,,Determinative
S166,,Determinative
S167,xb,Phonetic
S168,,Determinative
S169,,Determinative
S17,Ssmt|Ssm,Ideogram
S170,,Determinative
S171,,Determinative
S172,,Determinative
S173,,Determinative
S174,,Determinative
S175,,Determinative
S176,,Determinative
S178,,Determinative
S179,,Determinative
S17A,Ssm|Ssmtt,Ideogram
S17B,sSmt,Ideogram
S18,mnit,Ideogram
S180,,Determinative
S181,,Determinative
S182,,Determinative
S183,ntt,Ideogram
S184,,Determinative
S185,,Determinative
S186,,Determinative
S187,,Determinative
S188,,Determinative
S188A,,Determinative
S188B,,Determinative
S188C,,Determinative
S189,,Determinative
S18A,,Determinative
S18B,,Determinative
S19,sDAw|sDAwty|xtm|xtmty,Ideogram
S190,,Determinative
S191,mAH,Ideogram
S192,,Determinative
S193,,Determinative
S194,,Determinative
S194A,,Determinative
S195,,Determinative
S196,,Determinative
S197,,Determinative
S198,,Determinative
S199,,Determinative
S199A,,Determinative
S1A,,Determinative
S2,HDt|wrrt,Ideogram
S20,Dbat|sDAwty|xtm|xtmty,Ideogram
S200,,Determinative
S201,,Determinative
S202,,Determinative
S203,msxnt,Ideogram
S204,,Determinative
S205,,Determinative
S206,,Determinative
S20A,,Determinative
S21,iwaw,Ideogram
S21A,,Determinative
S22,st|sT|tAwr,Phonetic
S22A,,Determinative
S23,dmd|dmD,Ideogram
S23A,dmD,Ideogram
S24,Ts|Tst|Tz|Ab,Phonetic
S25,Aaa|aAw|iaAw,Ideogram
S26,Sndyt,Ideogram
S27,mnxt,Ideogram
S27A,,Determinative
S28,HAy|Hbs|kfy,Ideogram
S28A,,Determinative
S29,s,Phonetic
S29A,,Determinative
S29B,,Determinative
S2A,wrrt,Ideogram
S3,dSrt|n|bity,Phonetic
S30,sf,Phonetic
S30A,sf,Phonetic
S31,smA,Ideogram
S32,siA|siAt,Ideogram
S32A,,Determinative
S33,Tb|Tbt,Phonetic
S34,anx,Ideogram
S34A,,Determinative
S35,sryt|Swt,Ideogram
S36,Hpwi|Hp,Phonetic
S36A,,Determinative
S36B,,Determinative
S36C,,Determinative
S36D,,Determinative
S37,xw,Phonetic
S37A,,Determinative
S37B,,Determinative
S37C,,Determinative
S37D,,Determinative
S38,HqA|HqAt,Ideogram
S38A,,Determinative
S39,awt,Ideogram
S4,n|nt,Phonetic
S40,Dam|wAb|wAs,Ideogram
S41,Dam,Ideogram
S42,abA|sxm|xrp,Ideogram
S42A,,Determinative
S43,md|mdw,Phonetic
S43A,,Determinative
S43B,,Determinative
S43C,,Determinative
S43D,,Determinative
S44,Ams,Ideogram
S44A,Ams,Ideogram
S45,nxAxA|nxxw,Ideogram
S46,arq-nsw,Ideogram
S47,bAby|tA-Tnn,Ideogram
S47A,bAby|tA-Tnn,Ideogram
S47B,,Determinative
S47C,,Determinative
S48,,Determinative
S49,,Determinative
S49A,,Determinative
S5,sxmty,Ideogram
S50,,Determinative
S51,,Determinative
S51A,,Determinative
S52,,Determinative
S53,,Determinative
S53A,,Determinative
S54,,Determinative
S55,mDAt,Ideogram
S56,k,Phonetic
S56A,,Determinative
S57,nms|k|ibs,Phonetic
S57A,,Determinative
S57B,,Determinative
S57C,,Determinative
S58,,Determinative
S59,,Determinative
S6,sxmty|wrrt,Ideogram
S60,Atf,Ideogram
S60A,,Determinative
S61,HmHm,Ideogram
S61A,,Determinative
S61B,,Determinative
S61C,,Determinative
S62,,Determinative
S63,,Determinative
S63A,,Determinative
S64,,Determinative
S65,,Determinative
S65A,,Determinative
S66,,Determinative
S67,,Determinative
S68,,Determinative
S68A,,Determinative
S69,,Determinative
S7,xprS,Ideogram
S70,,Determinative
S70A,,Determinative
S71,,Determinative
S72,,Determinative
S72A,,Determinative
S73,psS-kf,Ideogram
S74,,Determinative
S75,,Determinative
S75A,,Determinative
S76,,Determinative
S77,,Determinative
S78,,Determinative
S78A,,Determinative
S78B,,Determinative
S79,,Determinative
S79A,,Determinative
S8,Atf,Ideogram
S80,,Determinative
S80A,Axt,Ideogram
S82,,Determinative
S83,,Determinative
S84,,Determinative
S85,mAH,Ideogram
S86,,Determinative
S87,,Determinative
S88,,Determinative
S89,,Determinative
S8A,,Determinative
S9,Swty,Ideogram
S90,,Determinative
S91,,Determinative
S91A,wsx,Ideogram
S92,,Determinative
S93,,Determinative
S94,rrm,Ideogram
S95,,Determinative
S96,,Determinative
S97,,Determinative
S98,mnit|msxnt,Ideogram
S99,,Determinative
S9A,,Determinative
SA,,Determinative
Sd,,Determinative
Sm,,Determinative
Sma,,Determinative
Sms,,Determinative
Sn,,Determinative
Sna,,Determinative
Sndyt,,Determinative
Snt,,Determinative
Snwt,,Determinative
Sny,,Determinative
Sps,,Determinative
Spsi,,Determinative
SsA,,Determinative
St,,Determinative
Styw,,Determinative
Sw,,Determinative
Swt,,Determinative
Swty,,Determinative
Szp,,Determinative
T,,Determinative
T1,mn|mnw,Phonetic
T10,pD|pDt,Phonetic
T100,xt,Phonetic
T100A,,Determinative
T101,nmt,Ideogram
T102,,Determinative
T102A,,Determinative
T103,Sat,Ideogram
T103A,,Determinative
T104,,Determinative
T105,,Determinative
T106,psS-kf,Ideogram
T107,,Determinative
T108,,Determinative
T109,,Determinative
T11,sin|sSr|swn|sXr|zin|zwn,Ideogram
T110,,Determinative
T111,,Determinative
T112,,Determinative
T113,,Determinative
T114,,Determinative
T115,,Determinative
T116,,Determinative
T116A,nt-rsi,Ideogram
T116B,nt-rsi,Ideogram
T117,,Determinative
T118,,Determinative
T119,,Determinative
T119A,,Determinative
T11A,,Determinative
T11B,,Determinative
T11C,,Determinative
T12,Ai|Ar|rwd|rwD,Phonetic
T120,,Determinative
T121,,Determinative
T122,,Determinative
T123,,Determinative
T124,rs-wDA,Ideogram
T125,,Determinative
T126,rwt,Ideogram
T127,,Determinative
T128,,Determinative
T128A,wa-m-Hww-iAbty,Ideogram
T129,,Determinative
T12A,,Determinative
T12B,,Determinative
T13,rs,Phonetic
T130,qn,Phonetic
T131,,Determinative
T132,,Determinative
T133,tA-Tnn,Ideogram
T134,,Determinative
T135,,Determinative
T136,,Determinative
T136A,,Determinative
T137,,Determinative
T138,,Determinative
T139,,Determinative
T13A,,Determinative
T14,am|nHsi|qmA|THnw,Phonetic
T140,,Determinative
T14A,,Determinative
T14B,,Determinative
T15,am|nHsi|qmA|THnw,Phonetic
T16,xpS,Ideogram
T16A,,Determinative
T17,wrrt,Ideogram
T18,Sms,Ideogram
T18A,,Determinative
T19,gn|qrs|qs|twi|twr,Phonetic
T19A,,Determinative
T19B,,Determinative
T19C,,Determinative
T1A,,Determinative
T2,sqr,Ideogram
T20,gn|qrs|qs|twi|twr,Phonetic
T200,sqt,Ideogram
T21,wa,Phonetic
T21A,,Determinative
T21B,,Determinative
T21C,,Determinative
T21D,,Determinative
T21E,,Determinative
T21v,,Determinative
T22,sn|snw,Phonetic
T22A,sn,Phonetic
T22B,,Determinative
T22C,,Determinative
T22D,,Determinative
T22h,,Determinative
T23,sn|snw,Phonetic
T24,aH|iH,Phonetic
T24A,,Determinative
T24B,,Determinative
T24C,,Determinative
T24D,,Determinative
T25,DbA,Ideogram
T25A,,Determinative
T25B,,Determinative
T25C,,Determinative
T25D,,Determinative
T25E,,Determinative
T26,sxt,Ideogram
T26A,,Determinative
T26B,,Determinative
T26C,,Determinative
T26D,,Determinative
T26E,,Determinative
T26F,,Determinative
T26G,,Determinative
T26h,,Determinative
T27,sxt,Ideogram
T28,Xr,Phonetic
T28A,,Determinative
T29,nmt,Ideogram
T29A,,Determinative
T29B,,Determinative
T29C,,Determinative
T3,HD,Phonetic
T30,dm|dmt|ds|Sad,Phonetic
T30A,dm|ds,Phonetic
T30B,,Determinative
T31,sSm,Ideogram
T31A,,Determinative
T32,sSm,Ideogram
T32A,,Determinative
T32B,,Determinative
T33,sSm,Ideogram
T33A,,Determinative
T34,nm,Phonetic
T35,nm,Phonetic
T36,,Determinative
T37,,Determinative
T38,,Determinative
T39,,Determinative
T3A,,Determinative
T3B,,Determinative
T3C,,Determinative
T3D,,Determinative
T3E,,Determinative
T3F,,Determinative
T4,HD,Phonetic
T40,,Determinative
T41,,Determinative
T42,,Determinative
T43,,Determinative
T44,tA-tnn|tA-Tnn,Ideogram
T45,,Determinative
T46,,Determinative
T47,,Determinative
T49,,Determinative
T5,HD,Phonetic
T50,,Determinative
T51,,Determinative
T52,,Determinative
T53,biA|Hmty,Ideogram
T54,,Determinative
T55,,Determinative
T56,,Determinative
T57,,Determinative
T58,sTt,Ideogram
T58A,,Determinative
T58B,,Determinative
T59,,Determinative
T5A,,Determinative
T6,HDD,Ideogram
T60,,Determinative
T60A,,Determinative
T61,,Determinative
T62,nt,Phonetic
T63,nt,Phonetic
T63A,,Determinative
T63B,,Determinative
T63C,,Determinative
T64,,Determinative
T64A,,Determinative
T64B,,Determinative
T65,,Determinative
T66,,Determinative
T67,tm,Phonetic
T67A,,Determinative
T67B,,Determinative
T68,,Determinative
T69,,Determinative
T7,mDH,Ideogram
T70,,Determinative
T71,,Determinative
T72,,Determinative
T73,xpS,Ideogram
T73A,,Determinative
T74,,Determinative
T75,,Determinative
T75A,,Determinative
T76,,Determinative
T76A,,Determinative
T76B,,Determinative
T77,,Determinative
T78,,Determinative
T79,,Determinative
T7A,AqHw,Ideogram
T7B,,Determinative
T7C,,Determinative
T8,tp,Phonetic
T80,,Determinative
T80A,,Determinative
T80B,,Determinative
T81,,Determinative
T82,,Determinative
T83,,Determinative
T83A,,Determinative
T84,wa-m-Hww-imnty,Ideogram
T84A,,Determinative
T84B,,Determinative
T84C,,Determinative
T84D,,Determinative
T85,,Determinative
T86,,Determinative
T87,,Determinative
T88,,Determinative
T88A,,Determinative
T88B,,Determinative
T89,,Determinative
T8A,tp,Phonetic
T9,pd|pD|pDt,Phonetic
T90,,Determinative
T91,,Determinative
T92,,Determinative
T92A,,Determinative
T93,,Determinative
T94,,Determinative
T95,xt,Phonetic
T95A,,Determinative
T95B,,Determinative
T96,,Determinative
T97,,Determinative
T97A,,Determinative
T98,,Determinative
T99,,Determinative
T9A,pd|pD|pDt,Phonetic
T9B,sty,Ideogram
T9C,,Determinative
T9D,,Determinative
TA,,Determinative
TAw,,Determinative
THn,,Determinative
Tb,,Determinative
TmA,,Determinative
Tz,,Determinative
U1,mA,Phonetic
U10,it,Phonetic
U100,,Determinative
U101,nqr,Ideogram
U102,,Determinative
U102A,,Determinative
U103,,Determinative
U104,,Determinative
U105,,Determinative
U106,,Determinative
U107,,Determinative
U108,,Determinative
U109,,Determinative
U10A,,Determinative
U11,HqAt,Ideogram
U110,,Determinative
U111,,Determinative
U112,,Determinative
U113,,Determinative
U114,,Determinative
U115,,Determinative
U116,sDb|sdb,Ideogram
U117,,Determinative
U118,,Determinative
U119,,Determinative
U12,HqAt,Ideogram
U120,,Determinative
U121,xsf,Ideogram
U122,,Determinative
U123,,Determinative
U124,,Determinative
U125,,Determinative
U125A,,Determinative
U126,,Determinative
U127,wbA|w|T,Phonetic
U128,,Determinative
U129,,Determinative
U13,hb|skA|Sna,Phonetic
U130,xsf,Ideogram
U131,,Determinative
U132,,Determinative
U133,,Determinative
U13A,,Determinative
U13B,,Determinative
U13C,,Determinative
U13D,,Determinative
U14,Sna,Ideogram
U14A,,Determinative
U15,tm,Phonetic
U15A,,Determinative
U16,biA,Ideogram
U16A,,Determinative
U16B,,Determinative
U16C,,Determinative
U16D,,Determinative
U17,grg,Ideogram
U18,grg,Ideogram
U19,nw,Phonetic
U19A,,Determinative
U2,mA,Phonetic
U20,nw,Phonetic
U200,Xaq,Ideogram
U200A,Xaq,Ideogram
U21,stp,Ideogram
U21A,,Determinative
U22,mnx,Ideogram
U22A,,Determinative
U22B,,Determinative
U23,Ab|mr|mHr,Phonetic
U23A,,Determinative
U23B,,Determinative
U23C,,Determinative
U23D,,Determinative
U23E,,Determinative
U24,Hmt|Hm|Hmw,Phonetic
U24A,,Determinative
U24B,,Determinative
U24C,,Determinative
U24D,,Determinative
U24E,,Determinative
U24F,,Determinative
U24G,,Determinative
U24I,,Determinative
U24J,,Determinative
U24K,,Determinative
U24L,,Determinative
U24M,,Determinative
U24N,,Determinative
U24h,,Determinative
U25,Hmt|Hm|Hmw,Phonetic
U25A,,Determinative
U25B,,Determinative
U25C,,Determinative
U26,wbA,Ideogram
U26A,,Determinative
U27,wbA,Ideogram
U27A,,Determinative
U27B,,Determinative
U28,DA|wDA,Phonetic
U29,DA|wDA,Phonetic
